taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, RATS, examples/tagreader.cpp,35, fixed size local buffer, NA, NA, NA, Deleted, NA, NA, NA, FFP3, Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/toolkit/tfilestream.cpp,62, (race) access, taglib/toolkit/tfilestream.cpp,57, (race) access, Altered, Constant, Yes, Constant, TFP , Time and State, File Access Race Condition: TOCTOU ,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/toolkit/tstring.cpp,270, (buffer) strcpy, taglib/toolkit/tstring.cpp,296, NA, Altered, Constant, No, NA, FFP2, Input Validation and Representation, Buffer Overflow, API Abuse, Often Misused: Strings ,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/trueaudio/trueaudiofile.cpp,136, (race) access, NA, NA, NA, Deleted, NA, NA, NA, FFP3, Time and State, File Access Race Condition: TOCTOU ,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/trueaudio/trueaudiofile.cpp,138, (race) access, taglib/trueaudio/trueaudiofile.cpp,138, NA, Altered, Constant, No, NA, FFP2, Time and State, File Access Race Condition: TOCTOU ,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/trueaudio/trueaudiofile.cpp,145, (race) access, taglib/trueaudio/trueaudiofile.cpp,149, NA, Altered, Constant, No, NA, FFP2, Time and State, File Access Race Condition: TOCTOU ,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/trueaudio/trueaudiofile.cpp,147, (race) access, NA, NA, NA, Deleted, NA, NA, NA, FFP3, Time and State, File Access Race Condition: TOCTOU ,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/trueaudio/trueaudiofile.cpp,149, (race) access, taglib/trueaudio/trueaudiofile.cpp,151, NA, Altered, Constant, No, NA, FFP2, Time and State, File Access Race Condition: TOCTOU ,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/trueaudio/trueaudiofile.cpp,213, (race) access, taglib/trueaudio/trueaudiofile.cpp,234, (race) access, Moved, Changed, Yes, Constant, TFP , Time and State, File Access Race Condition: TOCTOU ,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/trueaudio/trueaudiofile.cpp,218, (race) access, taglib/trueaudio/trueaudiofile.cpp,239, (race) access, Moved, Changed, Yes, Constant, TFP , Time and State, File Access Race Condition: TOCTOU ,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/wavpack/wavpackfile.cpp,112, (race) access, NA, NA, NA, Deleted, NA, NA, NA, FFP3, Time and State, File Access Race Condition: TOCTOU ,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/wavpack/wavpackfile.cpp,114, (race) access, taglib/wavpack/wavpackfile.cpp,118, NA, Altered, Constant, No, NA, FFP2, Time and State, File Access Race Condition: TOCTOU ,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/wavpack/wavpackfile.cpp,121, (race) access, taglib/wavpack/wavpackfile.cpp,129, NA, Altered, Constant, No, NA, FFP2, Time and State, File Access Race Condition: TOCTOU ,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/wavpack/wavpackfile.cpp,123, (race) access, NA, NA, NA, Deleted, NA, NA, NA, FFP3, Time and State, File Access Race Condition: TOCTOU ,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/wavpack/wavpackfile.cpp,125, (race) access, taglib/wavpack/wavpackfile.cpp,131, NA, Altered, Constant, No, NA, FFP2, Time and State, File Access Race Condition: TOCTOU ,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/wavpack/wavpackfile.cpp,204, (race) access, taglib/wavpack/wavpackfile.cpp,213, (race) access, Moved, Changed, Yes, Constant, TFP , Time and State, File Access Race Condition: TOCTOU ,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/wavpack/wavpackfile.cpp,209, (race) access, taglib/wavpack/wavpackfile.cpp,218, (race) access, Moved, Changed, Yes, Constant, TFP , Time and State, File Access Race Condition: TOCTOU ,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/mp4/mp4atom.h,91, (buffer) char, taglib/mp4/mp4atom.h,91, (buffer) char, Constant, Changed, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/toolkit/tbytevector.cpp,45, (buffer) char, taglib/toolkit/tbytevector.cpp,51, NA, Altered, Constant, No, NA, FFP2, Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/toolkit/tbytevector.cpp,45, (buffer) char, taglib/toolkit/tbytevector.cpp,52, NA, Altered, Constant, No, NA, FFP2, Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/toolkit/tbytevector.cpp,45, (buffer) char, taglib/toolkit/tbytevector.cpp,77, NA, Altered, Constant, No, NA, FFP2, Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/toolkit/tbytevector.cpp,336, (buffer) memcpy, NA, NA, NA, Deleted, NA, NA, NA, FFP3, Input Validation and Representation, Buffer Overflow ,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/toolkit/tbytevector.cpp,443, (buffer) memcpy, NA, NA, NA, Deleted, NA, NA, NA, FFP3, Input Validation and Representation, Buffer Overflow ,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/toolkit/tbytevector.cpp,474, (buffer) memcpy, NA, NA, NA, Deleted, NA, NA, NA, FFP3, Input Validation and Representation, Buffer Overflow ,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/toolkit/tbytevector.cpp,478, (buffer) memcpy, NA, NA, NA, Deleted, NA, NA, NA, FFP3, Input Validation and Representation, Buffer Overflow ,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/toolkit/tbytevector.cpp,480, (buffer) memcpy, NA, NA, NA, Deleted, NA, NA, NA, FFP3, Input Validation and Representation, Buffer Overflow ,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/toolkit/tbytevector.cpp,521, (buffer) memcpy, NA, NA, NA, Deleted, NA, NA, NA, FFP3, Input Validation and Representation, Buffer Overflow ,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/toolkit/tbytevectorstream.cpp,87, (buffer) memcpy, taglib/toolkit/tbytevectorstream.cpp,87, (buffer) memcpy, Constant, Changed, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow ,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/toolkit/tfilestream.cpp,93, (misc) fopen, taglib/toolkit/tfilestream.cpp,98, (misc) fopen, Moved, Changed, Yes, Constant, TFP , Input Validation and Representation, Path Manipulation,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/toolkit/unicode.cpp,71, (buffer) char, NA, NA, NA, Deleted, NA, NA, NA, FFP3, Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/ape/apefile.cpp,93, (buffer) read, taglib/ape/apefile.cpp,107, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/ape/apefile.cpp,100, (buffer) read, taglib/ape/apefile.cpp,115, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/ape/apefile.cpp,243, (buffer) read, taglib/ape/apefile.cpp,259, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/ape/apefile.cpp,243, (buffer) read, taglib/ape/apefile.cpp,263, NA, Altered, Constant, No, NA, FFP2, Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/ape/apefile.h,190, (buffer) read, taglib/ape/apefile.h,227, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/ape/apeproperties.cpp,71, (buffer) read, NA, NA, NA, Deleted, NA, NA, NA, FFP3, Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/ape/apeproperties.cpp,119, (buffer) read, taglib/ape/apeproperties.cpp,145, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/ape/apeproperties.h,85, (buffer) read, taglib/ape/apeproperties.h,132, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/ape/apetag.cpp,75, (buffer) read, taglib/ape/apetag.cpp,106, (buffer) read, Moved, Changed, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/ape/apetag.cpp,332, (buffer) read, taglib/ape/apetag.cpp,369, (buffer) read, Moved, Changed, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/ape/apetag.h,191, (buffer) read, taglib/ape/apetag.h,191, (buffer) read, Constant, Changed, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/asf/asffile.cpp,375, (buffer) read, NA, NA, NA, Deleted, NA, NA, NA, FFP3, Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/asf/asffile.cpp,382, (buffer) read, taglib/asf/asffile.cpp,434, NA, Altered, Constant, No, NA, FFP2, Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/asf/asffile.cpp,382, (buffer) read, taglib/asf/asffile.cpp,435, NA, Altered, Constant, No, NA, FFP2, Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/asf/asffile.cpp,409, (buffer) read, taglib/asf/asffile.cpp,536, NA, Altered, Constant, No, NA, FFP2, Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/asf/asffile.h,113, (buffer) read, taglib/asf/asffile.h,128, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/fileref.cpp,223, (buffer) wcslen, NA, NA, NA, Deleted, NA, NA, NA, FFP3, Input Validation and Representation, String Termination Error, API Abuse, Often Misused: Strings,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/flac/flacfile.cpp,111, (buffer) read, taglib/flac/flacfile.cpp,119, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/flac/flacfile.cpp,120, (buffer) read, taglib/flac/flacfile.cpp,128, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/flac/flacfile.cpp,129, (buffer) read, taglib/flac/flacfile.cpp,137, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/flac/flacfile.cpp,305, (buffer) read, taglib/flac/flacfile.cpp,336, NA, Altered, Constant, No, NA, FFP2, Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/flac/flacfile.h,248, (buffer) read, taglib/flac/flacfile.h,334, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/flac/flacproperties.cpp,67, (buffer) read, NA, NA, NA, Deleted, NA, NA, NA, FFP3, Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/flac/flacproperties.cpp,73, (buffer) read, NA, NA, NA, Deleted, NA, NA, NA, FFP3, Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/flac/flacproperties.cpp,120, (buffer) read, taglib/flac/flacproperties.cpp,131, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/flac/flacproperties.h,95, (buffer) read, taglib/flac/flacproperties.h,140, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/it/itfile.cpp,48, (buffer) read, taglib/it/itfile.cpp,54, (buffer) read, Moved, Changed, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/it/itfile.cpp,56, (buffer) read, taglib/it/itfile.cpp,63, (buffer) read, Moved, Changed, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/it/itfile.cpp,195, (buffer) read, taglib/it/itfile.cpp,202, (buffer) read, Moved, Changed, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/it/itfile.h,97, (buffer) read, taglib/it/itfile.h,101, (buffer) read, Moved, Changed, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/mod/modfile.cpp,48, (buffer) read, taglib/mod/modfile.cpp,54, (buffer) read, Moved, Changed, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/mod/modfile.cpp,56, (buffer) read, taglib/mod/modfile.cpp,63, (buffer) read, Moved, Changed, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/mod/modfile.cpp,106, (buffer) read, taglib/mod/modfile.cpp,113, (buffer) read, Moved, Changed, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/mod/modfile.h,96, (buffer) read, taglib/mod/modfile.h,104, (buffer) read, Moved, Changed, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/mod/modfileprivate.h,33, (buffer) read, taglib/mod/modfileprivate.h,33, (buffer) read, Constant, Changed, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/mod/modfileprivate.h,36, (buffer) read, taglib/mod/modfileprivate.h,36, (buffer) read, Constant, Changed, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/mod/modfileprivate.h,53, (buffer) read, taglib/mod/modfileprivate.h,53, (buffer) read, Constant, Changed, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/mod/modfileprivate.h,55, (buffer) read, taglib/mod/modfileprivate.h,55, (buffer) read, Constant, Changed, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/mp4/mp4file.cpp,70, (buffer) read, taglib/mp4/mp4file.cpp,95, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/mp4/mp4file.cpp,77, (buffer) read, taglib/mp4/mp4file.cpp,103, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/mp4/mp4file.cpp,110, (buffer) read, taglib/mp4/mp4file.cpp,139, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/mp4/mp4file.h,105, (buffer) read, taglib/mp4/mp4file.h,133, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/mpc/mpcfile.cpp,97, (buffer) read, taglib/mpc/mpcfile.cpp,100, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/mpc/mpcfile.cpp,104, (buffer) read, taglib/mpc/mpcfile.cpp,108, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/mpc/mpcfile.cpp,266, (buffer) read, taglib/mpc/mpcfile.cpp,277, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/mpc/mpcfile.h,192, (buffer) read, taglib/mpc/mpcfile.h,230, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/mpeg/id3v1/id3v1tag.cpp,95, (buffer) read, taglib/mpeg/id3v1/id3v1tag.cpp,100, (buffer) read, Moved, Changed, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/mpeg/id3v1/id3v1tag.cpp,207, (buffer) read, taglib/mpeg/id3v1/id3v1tag.cpp,222, (buffer) read, Moved, Changed, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/mpeg/id3v1/id3v1tag.h,171, (buffer) read, taglib/mpeg/id3v1/id3v1tag.h,186, (buffer) read, Moved, Changed, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/mpeg/id3v2/id3v2tag.cpp,116, (buffer) read, taglib/mpeg/id3v2/id3v2tag.cpp,127, (buffer) read, Moved, Changed, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/mpeg/id3v2/id3v2tag.cpp,626, (buffer) read, taglib/mpeg/id3v2/id3v2tag.cpp,670, (buffer) read, Moved, Changed, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/mpeg/id3v2/id3v2tag.h,385, (buffer) read, taglib/mpeg/id3v2/id3v2tag.h,385, (buffer) read, Constant, Changed, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/mpeg/mpegfile.cpp,104, (buffer) read, taglib/mpeg/mpegfile.cpp,137, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
taglib/taglib, 2d7414733eaa3263868c74abfa6cff38a8afe8d3, cb9f07d9dcd791b63e622da43f7b232adaec0a9a, Flawfinder, taglib/mpeg/mpegfile.cpp,114, (buffer) read, taglib/mpeg/mpegfile.cpp,146, (buffer) read, Altered, Constant, Yes, Constant, TFP , Input Validation and Representation, Buffer Overflow,,,,
